      Type       |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 Section         | DXE dependency        |   N/A    | 00000028 | 671FC2CD | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00004104 | 02CE6ABD | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | F4F333F1 | -------- Version section
 File            | DXE driver            |   N/A    | 00002152 | 28A36D1B | ------- F56F984F-3846-49D8-AA0A-23DE27E38386
 Section         | DXE dependency        |   N/A    | 00000028 | E91AF10E | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00002104 | 8F6B3687 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | F4F333F1 | -------- Version section
 File            | DXE driver            |   N/A    | 0001B852 | A1650D4F | ------- 524B4384-D632-4862-9D3A-6D82C9E85825
 Section         | DXE dependency        |   N/A    | 00000028 | 671FC2CD | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0001B804 | 42757722 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00003942 | 867B5A4D | ------- CA6EB4F4-F1D6-4375-97D6-18856871E1BF
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00003904 | AE33AD58 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00002B42 | 6EFB1FFE | ------- 11E32C34-60B5-4991-8DEA-63D3E8C876DE
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00002B04 | E9BC3803 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000758A | BA547408 | ------- FFE0FCDC-809A-4D48-A060-6A8A6A269176
 Section         | DXE dependency        |   N/A    | 0000005E | 0F520595 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00007504 | 77CC8D32 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00012F8A | 82EF515B | ------- 2DDFEDFE-C2D5-43E3-9E10-46DB2C7C1F26
 Section         | DXE dependency        |   N/A    | 0000005E | AA208BCD | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00012F04 | 00FA6C1F | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000B48A | 3D65A4DC | ------- D57C852E-809F-45CF-A377-D77BC0CB78EE
 Section         | DXE dependency        |   N/A    | 0000005E | 5213C3EA | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0000B404 | 1633E688 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000C366 | 6490FD5F | ------- A9B700CF-019E-4D8B-A3A7-88E1EA01699E
 Section         | DXE dependency        |   N/A    | 0000003A | 1839A0BC | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0000C304 | FAF46560 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001B66 | 67876A9C | ------- 999BD818-7DF7-4A9A-A502-9B75033E6A0F
 Section         | DXE dependency        |   N/A    | 0000003A | 1839A0BC | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001B04 | B39BB39A | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000C66 | BCBCAF19 | ------- C9A6DE36-FDFF-4FAF-8343-85D9E3470F43
 Section         | DXE dependency        |   N/A    | 0000003A | 65A34935 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000C04 | 2F67F11B | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00007B8A | F6D311E0 | ------- 668706B2-BCFC-4AD4-A185-75E79F3FE169
 Section         | DXE dependency        |   N/A    | 0000005E | C04A90AA | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00007B04 | 918382B2 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001252 | 3B129251 | ------- 59AF16B0-661D-4865-A381-38DE68385D8D
 Section         | DXE dependency        |   N/A    | 00000028 | 80F1E4F9 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001204 | A5EE1548 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001C76 | DB336362 | ------- 0A845224-8675-4241-8AE9-4D94C93DEB90
 Section         | DXE dependency        |   N/A    | 0000004C | B26562FB | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001C04 | 8B79E024 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001A42 | 3D21A255 | ------- B981A835-6EE8-4F4C-AE0B-210AA0BFBF01
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001A04 | D5A88DF5 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00003D66 | 43CDDC71 | ------- D4395796-6F4C-4C6B-B9D1-92DAA7199A84
 Section         | DXE dependency        |   N/A    | 0000003A | 1839A0BC | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00003D04 | 2C4C5A92 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001E66 | 88692D08 | ------- AD3D267D-50E1-4B94-95D3-1025EF5B8391
 Section         | DXE dependency        |   N/A    | 0000003A | 1839A0BC | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001E04 | BB38E1CA | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000A76 | B50242E2 | ------- CEF68C66-06AB-4FB3-A3ED-5FFA885B5725
 Section         | DXE dependency        |   N/A    | 0000004C | D607688C | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000A04 | 12CA65CA | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001242 | BE02F4F4 | ------- DED7956D-7E20-4F20-91A1-190439B04D5B
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001204 | 7A9B1A15 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001652 | 3704B30E | ------- D27FED59-ABB4-4FED-BEAD-2A878C7E4A7E
 Section         | DXE dependency        |   N/A    | 00000028 | 0C46E763 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001604 | 6B6FFF58 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00010466 | B7E17BBC | ------- 7D6DF4FD-3650-4E77-BF3A-84DC988A025C
 Section         | DXE dependency        |   N/A    | 0000003A | 1839A0BC | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00010404 | 1648E395 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001C52 | 8A31B6CE | ------- A77C8452-0821-4544-AE47-257489855F91
 Section         | DXE dependency        |   N/A    | 00000028 | E638EDE3 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001C04 | FA6A1CB7 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001F66 | 78ABBE7C | ------- 369DE372-AB36-4CE1-8E45-8806B76DD70F
 Section         | DXE dependency        |   N/A    | 0000003A | 5D926FB7 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001F04 | 952B632A | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00029C42 | B6009D71 | ------- FEA01457-E381-4135-9475-C6AFD0076C61
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00029C04 | 6BA6736A | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000C42 | B1241DAC | ------- 27EEDF2D-469E-478C-805E-993CCFB5C0C1
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000C04 | D7D30F93 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00002832 | DECA0800 | ------- 2538B846-C828-40CC-8E7D-9E493C3EA09E
 Section         | DXE dependency        |   N/A    | 00000006 | 38614162 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00002804 | 0EBAB2C4 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00004D42 | 3E7549AF | ------- 2CC919D9-5995-4F3F-9169-62301A6C72AC
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00004D04 | 634DD7DA | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001042 | E39DE2C6 | ------- C54FE9C8-EFC8-44DB-8EAA-E6755DC89E46
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001004 | 7DB7A75E | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001042 | BF637D6C | ------- 0DC217B7-8C3B-4A23-B101-36C4B5E6D3A7
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
